timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3)
2024-02-12T20:23:30,64.42,33.86,20.39,1504.77,18.32,2738.35,0.3032,703.4817,22.0000,23.90,16.99,997.10,0.20,0.20
2024-02-12T20:23:35,81.67,42.93,20.42,1504.69,18.32,2738.15,0.3032,703.4641,22.0000,23.90,16.99,997.08,0.18,0.18
2024-02-12T20:23:40,81.68,42.93,20.39,1504.70,18.32,2738.28,0.3030,702.9636,22.0000,23.91,16.99,997.12,0.15,0.14
2024-02-12T20:23:45,47.18,24.80,20.42,1504.00,18.32,2736.97,0.3029,702.8285,22.0000,23.91,16.99,997.11,0.11,0.10
2024-02-12T20:23:50,73.50,38.63,20.40,1503.49,18.32,2736.12,0.3035,704.1351,22.0000,23.90,16.99,997.14,0.08,0.07
2024-02-12T20:23:55,64.42,33.86,20.43,1503.41,18.34,2735.95,0.3037,704.5565,22.0000,23.91,16.99,997.13,0.05,0.05
2024-02-12T20:24:00,64.42,33.86,20.37,1502.04,18.32,2733.59,0.3037,704.6488,22.0000,23.89,16.99,997.17,0.04,0.03
2024-02-12T20:24:05,64.42,33.86,20.39,1502.35,18.34,2734.17,0.3037,704.7460,22.0000,23.87,16.98,997.15,0.02,0.02
2024-02-12T20:24:10,81.68,42.93,20.40,1501.54,18.29,2732.64,0.3036,704.3382,23.0000,23.86,16.99,997.16,0.02,0.02
2024-02-12T20:24:15,64.42,33.86,20.37,1501.59,18.34,2732.84,0.3037,704.7676,22.0000,23.85,16.98,997.17,0.01,0.01
2024-02-12T20:24:20,73.50,38.63,20.37,1501.67,18.31,2732.92,0.3036,704.4118,23.0000,23.83,16.98,997.15,0.01,0.01
2024-02-12T20:24:25,82.57,43.40,20.31,1501.03,18.34,2731.68,0.3033,703.7689,22.0000,23.82,16.98,997.12,0.14,0.14
2024-02-12T20:24:30,47.18,24.80,20.31,1500.58,18.31,2730.89,0.3032,703.5132,22.0000,23.88,16.98,997.12,0.03,0.02
2024-02-12T20:24:35,64.42,33.86,20.37,1500.93,18.31,2731.50,0.3030,703.0326,22.0000,23.83,16.98,997.12,0.13,0.12
2024-02-12T20:24:40,64.42,33.86,20.31,1501.97,18.31,2733.45,0.3033,703.8520,22.0000,23.82,16.98,997.14,0.11,0.10
2024-02-12T20:24:45,90.75,47.70,20.34,1502.16,18.31,2733.72,0.3033,703.7141,22.0000,23.83,16.99,997.14,0.08,0.08
2024-02-12T20:24:50,64.42,33.86,20.33,1501.49,18.31,2732.55,0.3036,704.5243,22.0000,23.84,16.98,997.12,0.06,0.06
2024-02-12T20:24:55,64.42,33.86,20.28,1501.29,18.31,2732.12,0.3033,703.7570,22.0000,23.84,16.99,997.14,0.04,0.04
2024-02-12T20:25:00,29.95,15.74,20.28,1500.69,18.31,2731.13,0.3033,703.8212,22.0000,23.83,16.98,997.14,0.06,0.06
2024-02-12T20:25:05,65.33,34.34,20.34,1500.85,18.29,2731.38,0.3032,703.5889,22.0000,23.81,16.99,997.16,0.06,0.06
2024-02-12T20:25:10,38.11,20.03,20.34,1501.04,18.29,2731.72,0.3037,704.6038,22.0000,23.82,16.98,997.12,0.07,0.07
2024-02-12T20:25:15,29.95,15.74,20.36,1501.70,18.29,2732.95,0.3037,704.7320,22.0000,23.85,16.98,997.14,0.13,0.12
2024-02-12T20:25:20,64.42,33.86,20.31,1501.47,18.31,2732.47,0.3041,705.5818,22.0000,23.89,16.99,997.15,0.15,0.14
2024-02-12T20:25:25,73.50,38.63,20.34,1501.52,18.29,2732.64,0.3035,704.2453,22.0000,23.88,16.99,997.18,0.19,0.19
2024-02-12T20:25:30,65.34,34.34,20.36,1501.83,18.31,2733.21,0.3039,705.1563,22.0000,23.88,16.98,997.14,0.19,0.19
2024-02-12T20:25:35,81.68,42.93,20.38,1502.08,18.29,2733.75,0.3041,705.5691,22.0000,23.89,16.98,997.17,0.16,0.15
2024-02-12T20:25:40,64.42,33.86,20.40,1502.08,18.31,2733.63,0.3037,704.6488,22.0000,23.90,16.99,997.17,0.12,0.12
2024-02-12T20:25:45,64.42,33.86,20.43,1502.53,18.31,2734.38,0.3036,704.3387,22.0000,23.89,16.99,997.14,0.09,0.08
2024-02-12T20:25:50,73.50,38.63,20.42,1502.57,18.31,2734.48,0.3036,704.3895,22.0000,23.87,16.99,997.15,0.06,0.06
2024-02-12T20:25:55,64.42,33.86,20.39,1502.59,18.34,2734.64,0.3036,704.3678,22.0000,23.88,16.99,997.20,0.07,0.07
2024-02-12T20:26:00,73.50,38.63,20.45,1502.85,18.29,2735.11,0.3038,704.8178,22.0000,23.90,16.99,997.19,0.06,0.06
2024-02-12T20:26:05,56.26,29.57,20.36,1502.91,18.29,2735.15,0.3042,705.9289,22.0000,23.94,16.99,997.17,0.05,0.05
2024-02-12T20:26:10,64.42,33.86,20.42,1503.34,18.29,2735.86,0.3043,706.0060,23.0000,23.91,17.00,997.18,0.10,0.10
2024-02-12T20:26:15,81.68,42.93,20.46,1502.97,18.31,2735.29,0.3042,705.8821,22.0000,23.89,16.99,997.18,0.11,0.10
2024-02-12T20:26:20,64.42,33.86,20.36,1502.80,18.31,2734.95,0.3044,706.3358,22.0000,23.86,16.99,997.16,0.09,0.09
2024-02-12T20:26:25,82.57,43.40,20.39,1502.61,18.32,2734.63,0.3035,704.2875,22.0000,23.86,16.99,997.18,0.07,0.07
2024-02-12T20:26:30,64.42,33.86,20.40,1502.99,18.31,2735.35,0.3037,704.6805,22.0000,23.88,16.99,997.19,0.07,0.07
2024-02-12T20:26:35,56.26,29.57,20.34,1502.70,18.29,2734.69,0.3039,705.0857,22.0000,23.85,17.00,997.17,0.08,0.08
2024-02-12T20:26:40,82.57,43.40,20.42,1503.12,18.32,2735.46,0.3044,706.1651,22.0000,23.84,17.00,997.18,0.12,0.12
2024-02-12T20:26:45,73.49,38.63,20.40,1503.63,18.32,2736.36,0.3044,706.3038,22.0000,23.83,17.00,997.16,0.17,0.17
2024-02-12T20:26:50,64.42,33.86,20.34,1503.88,18.31,2736.78,0.3041,705.4464,22.0000,23.81,17.01,997.19,0.19,0.18
2024-02-12T20:26:55,56.26,29.57,20.36,1504.13,18.34,2737.26,0.3046,706.6491,23.0000,23.81,17.00,997.16,0.17,0.17
2024-02-12T20:27:00,91.65,48.17,20.33,1504.62,18.31,2738.30,0.3042,705.8853,22.0000,23.82,17.00,997.22,0.16,0.15
2024-02-12T20:27:05,55.37,29.10,20.33,1504.59,18.29,2738.20,0.3042,705.7594,22.0000,23.79,17.00,997.20,0.14,0.13
2024-02-12T20:27:10,64.42,33.86,20.31,1505.40,18.32,2739.66,0.3041,705.6492,22.0000,23.81,17.00,997.20,0.13,0.13
2024-02-12T20:27:15,64.42,33.86,20.36,1504.57,18.31,2738.13,0.3044,706.2606,22.0000,23.84,17.00,997.19,0.11,0.11
2024-02-12T20:27:20,65.34,34.34,20.37,1504.69,18.32,2738.46,0.3045,706.4772,23.0000,23.84,17.00,997.23,0.15,0.14
2024-02-12T20:27:25,90.75,47.70,20.40,1505.55,18.32,2739.93,0.3045,706.4015,22.0000,23.85,17.00,997.19,0.19,0.19
2024-02-12T20:27:30,65.34,34.34,20.36,1505.66,18.31,2740.23,0.3043,706.1841,22.0000,23.87,17.00,997.23,0.20,0.19
2024-02-12T20:27:35,64.42,33.86,20.37,1505.54,18.31,2740.01,0.3043,706.0884,22.0000,23.86,17.00,997.23,0.17,0.16
2024-02-12T20:27:40,65.34,34.34,20.36,1505.96,18.31,2740.73,0.3039,705.1146,23.0000,23.88,17.00,997.22,0.13,0.12
2024-02-12T20:27:45,73.50,38.63,20.36,1505.75,18.32,2740.39,0.3040,705.3866,22.0000,23.88,17.00,997.23,0.12,0.12
2024-02-12T20:27:50,38.11,20.03,20.36,1506.43,18.29,2741.68,0.3040,705.3720,22.0000,23.87,16.99,997.21,0.10,0.10
2024-02-12T20:27:55,65.34,34.34,20.42,1507.11,18.31,2743.00,0.3040,705.4053,22.0000,23.86,16.99,997.24,0.08,0.07
2024-02-12T20:28:00,73.50,38.63,20.33,1507.42,18.29,2743.53,0.3040,705.4814,22.0000,23.86,17.00,997.26,0.06,0.05
2024-02-12T20:28:05,99.84,52.47,20.36,1507.40,18.32,2743.46,0.3044,706.4320,22.0000,23.86,16.99,997.22,0.09,0.08
2024-02-12T20:28:10,73.50,38.63,20.36,1507.10,18.32,2742.88,0.3045,706.5054,22.0000,23.85,17.00,997.24,0.13,0.13
2024-02-12T20:28:15,38.11,20.03,20.34,1507.22,18.29,2743.21,0.3042,705.8220,23.0000,23.85,16.99,997.24,0.14,0.14
2024-02-12T20:28:20,73.50,38.63,20.36,1507.80,18.32,2744.19,0.3040,705.5068,22.0000,23.86,17.00,997.25,0.14,0.13
2024-02-12T20:28:25,99.84,52.47,20.36,1507.64,18.31,2743.95,0.3039,705.1339,22.0000,23.86,16.99,997.23,0.11,0.11
2024-02-12T20:28:30,64.42,33.86,20.33,1508.70,18.31,2745.78,0.3041,705.6961,22.0000,23.85,17.00,997.24,0.09,0.08
2024-02-12T20:28:35,47.19,24.80,20.31,1508.39,18.29,2745.34,0.3041,705.7119,22.0000,23.85,17.00,997.28,0.06,0.06
2024-02-12T20:28:40,81.68,42.93,20.31,1507.74,18.31,2744.02,0.3040,705.3983,22.0000,23.83,17.00,997.23,0.04,0.04
2024-02-12T20:28:45,38.11,20.03,20.36,1507.63,18.31,2743.90,0.3042,705.8273,22.0000,23.84,16.99,997.23,0.05,0.05
2024-02-12T20:28:50,47.19,24.80,20.37,1506.42,18.31,2741.77,0.3044,706.4063,22.0000,23.84,17.00,997.29,0.10,0.09
2024-02-12T20:28:55,47.19,24.80,20.37,1506.80,18.32,2742.34,0.3048,707.3445,22.0000,23.83,17.00,997.24,0.13,0.13
2024-02-12T20:29:00,56.26,29.57,20.37,1507.89,18.32,2744.46,0.3046,706.7025,22.0000,23.85,16.99,997.25,0.14,0.14
2024-02-12T20:29:05,38.11,20.03,20.36,1508.09,18.32,2744.78,0.3041,705.7388,22.0000,23.86,16.99,997.24,0.13,0.13
2024-02-12T20:29:10,73.50,38.63,20.39,1506.98,18.31,2742.71,0.3042,705.7925,22.0000,23.84,17.00,997.26,0.13,0.13
2024-02-12T20:29:15,81.68,42.93,20.34,1507.51,18.31,2743.58,0.3045,706.6263,23.0000,23.85,17.00,997.23,0.11,0.11
2024-02-12T20:29:20,73.50,38.63,20.34,1508.65,18.32,2745.80,0.3044,706.2470,22.0000,23.85,17.00,997.28,0.08,0.08
2024-02-12T20:29:25,47.19,24.80,20.37,1508.30,18.32,2745.17,0.3043,706.2049,23.0000,23.86,16.99,997.24,0.16,0.16
2024-02-12T20:29:30,81.68,42.93,20.37,1509.29,18.31,2746.92,0.3045,706.4858,23.0000,23.84,16.99,997.23,0.36,0.35
2024-02-12T20:29:35,82.58,43.40,20.34,1508.87,18.31,2746.20,0.3044,706.3478,23.0000,23.84,16.99,997.24,0.40,0.39
2024-02-12T20:29:40,56.27,29.57,20.31,1508.77,18.31,2746.08,0.3043,706.0684,22.0000,23.86,16.99,997.26,0.34,0.33
2024-02-12T20:29:45,47.19,24.80,20.36,1509.07,18.32,2746.64,0.3043,706.0380,23.0000,23.88,16.99,997.27,0.35,0.33
2024-02-12T20:29:50,90.76,47.70,20.36,1509.05,18.31,2746.62,0.3041,705.7289,22.0000,23.88,16.99,997.27,0.36,0.35
2024-02-12T20:29:55,64.43,33.86,20.42,1508.05,18.31,2744.70,0.3044,706.3411,22.0000,23.90,17.00,997.27,0.34,0.33
2024-02-12T20:30:00,56.27,29.57,20.39,1508.05,18.32,2744.78,0.3042,705.9404,22.0000,23.89,16.99,997.27,0.42,0.40
2024-02-12T20:30:05,73.51,38.63,20.40,1508.77,18.32,2746.10,0.3038,704.8931,22.0000,23.88,16.99,997.27,0.40,0.38
2024-02-12T20:30:10,74.42,39.11,20.39,1509.09,18.32,2746.65,0.3042,705.9650,22.0000,23.85,16.99,997.26,0.32,0.31
2024-02-12T20:30:15,64.43,33.86,20.36,1509.37,18.32,2747.02,0.3046,706.7347,22.0000,23.85,17.00,997.25,0.24,0.23
2024-02-12T20:30:20,56.26,29.57,20.30,1509.18,18.31,2746.78,0.3042,705.8536,22.0000,23.82,17.00,997.28,0.23,0.22
2024-02-12T20:30:25,65.34,34.34,20.31,1509.17,18.34,2746.65,0.3045,706.4911,22.0000,23.81,17.00,997.25,0.19,0.19
2024-02-12T20:30:30,73.50,38.63,20.39,1509.75,18.31,2747.84,0.3044,706.3651,22.0000,23.83,16.99,997.25,0.17,0.16
2024-02-12T20:30:35,64.43,33.86,20.32,1508.92,18.28,2746.21,0.3041,705.5127,22.0000,23.84,17.00,997.25,0.18,0.17
2024-02-12T20:30:40,64.43,33.86,20.36,1510.18,18.34,2748.59,0.3047,706.9507,23.0000,23.83,16.99,997.24,0.15,0.14
2024-02-12T20:30:45,73.51,38.63,20.34,1510.16,18.32,2748.65,0.3044,706.4575,23.0000,23.82,16.99,997.28,0.12,0.12
2024-02-12T20:30:50,47.19,24.80,20.33,1509.69,18.34,2747.77,0.3044,706.4366,22.0000,23.81,17.00,997.31,0.12,0.11
2024-02-12T20:30:55,56.27,29.57,20.31,1510.46,18.31,2749.14,0.3044,706.2958,22.0000,23.81,17.00,997.29,0.10,0.10
2024-02-12T20:31:00,56.27,29.57,20.30,1510.37,18.31,2749.09,0.3043,706.1199,23.0000,23.81,16.99,997.30,0.10,0.10
2024-02-12T20:31:05,64.43,33.86,20.36,1510.75,18.29,2749.63,0.3044,706.2683,22.0000,23.81,17.00,997.28,0.11,0.11
2024-02-12T20:31:10,64.43,33.86,20.31,1511.40,18.32,2750.80,0.3044,706.3998,22.0000,23.81,17.00,997.27,0.64,0.62
2024-02-12T20:31:15,56.27,29.57,20.27,1511.90,18.29,2751.82,0.3043,706.2276,22.0000,23.81,16.99,997.28,0.61,0.59
2024-02-12T20:31:20,82.58,43.40,20.24,1511.70,18.32,2751.42,0.3046,706.7640,23.0000,23.83,17.00,997.30,0.50,0.48
2024-02-12T20:31:25,81.69,42.93,20.33,1511.31,18.34,2750.76,0.3048,707.3767,23.0000,23.83,16.99,997.29,0.43,0.42
2024-02-12T20:31:30,47.19,24.80,20.31,1510.63,18.32,2749.41,0.3049,707.5534,22.0000,23.84,17.00,997.28,0.35,0.34
2024-02-12T20:31:35,65.34,34.34,20.37,1509.94,18.31,2748.30,0.3045,706.5298,23.0000,23.85,16.99,997.30,0.31,0.30
2024-02-12T20:31:40,90.76,47.70,20.30,1509.75,18.34,2747.80,0.3047,706.9650,23.0000,23.84,16.99,997.24,0.25,0.24
2024-02-12T20:31:45,81.69,42.93,20.36,1509.59,18.31,2747.58,0.3053,708.4768,22.0000,23.83,16.99,997.26,0.19,0.18
2024-02-12T20:31:50,65.35,34.34,20.39,1510.23,18.31,2748.87,0.3048,707.3786,22.0000,23.85,16.98,997.28,0.18,0.18
2024-02-12T20:31:55,82.58,43.40,20.33,1509.45,18.32,2747.32,0.3052,708.1641,22.0000,23.86,16.99,997.27,0.16,0.16
2024-02-12T20:32:00,81.69,42.93,20.39,1510.10,18.31,2748.55,0.3051,707.9465,22.0000,23.89,16.99,997.28,0.16,0.15
2024-02-12T20:32:05,90.77,47.70,20.31,1509.62,18.32,2747.71,0.3048,707.3824,22.0000,23.87,16.99,997.29,0.13,0.13
2024-02-12T20:32:10,81.69,42.93,20.34,1509.01,18.31,2746.50,0.3052,708.2469,22.0000,23.84,16.99,997.26,0.10,0.10
2024-02-12T20:32:15,65.34,34.34,20.34,1509.22,18.31,2746.95,0.3051,708.1015,23.0000,23.81,16.98,997.25,0.08,0.08
2024-02-12T20:32:20,64.43,33.86,20.31,1509.66,18.31,2747.81,0.3051,708.0287,22.0000,23.84,16.99,997.31,0.08,0.08
2024-02-12T20:32:25,48.10,25.28,20.31,1509.62,18.31,2747.71,0.3048,707.2493,23.0000,23.84,16.99,997.30,0.11,0.11
2024-02-12T20:32:30,64.43,33.86,20.30,1509.89,18.31,2748.16,0.3043,706.1760,22.0000,23.81,16.99,997.28,0.12,0.12
2024-02-12T20:32:35,73.51,38.63,20.30,1509.50,18.28,2747.51,0.3048,707.2109,23.0000,23.83,16.99,997.30,0.11,0.10
2024-02-12T20:32:40,47.19,24.80,20.39,1509.25,18.31,2747.02,0.3052,708.2941,22.0000,23.84,16.99,997.29,0.18,0.18
2024-02-12T20:32:45,81.69,42.93,20.33,1510.28,18.29,2748.86,0.3049,707.5613,22.0000,23.83,17.00,997.31,0.20,0.19
2024-02-12T20:32:50,90.76,47.70,20.34,1510.19,18.29,2748.66,0.3049,707.5119,22.0000,23.83,17.00,997.30,0.20,0.19
2024-02-12T20:32:55,90.76,47.70,20.38,1511.02,18.29,2749.98,0.3052,708.2080,22.0000,23.82,17.01,997.26,0.17,0.16
2024-02-12T20:33:00,47.19,24.80,20.36,1511.66,18.32,2751.31,0.3051,707.9626,22.0000,23.84,17.00,997.29,0.13,0.12
2024-02-12T20:33:05,47.19,24.80,20.33,1511.15,18.32,2750.47,0.3052,708.3068,22.0000,23.84,17.00,997.32,0.09,0.09
2024-02-12T20:33:10,73.50,38.63,20.34,1512.13,18.31,2752.07,0.3052,708.2142,22.0000,23.84,17.01,997.29,0.07,0.06
2024-02-12T20:33:15,47.19,24.80,20.34,1511.80,18.32,2751.71,0.3052,708.1980,22.0000,23.84,17.00,997.34,0.05,0.04
2024-02-12T20:33:20,56.27,29.57,20.36,1510.98,18.32,2750.17,0.3052,708.2199,22.0000,23.82,17.00,997.33,0.06,0.06
2024-02-12T20:33:25,56.26,29.57,20.28,1511.89,18.32,2751.73,0.3049,707.4850,22.0000,23.84,17.01,997.32,0.09,0.09
2024-02-12T20:33:30,56.27,29.57,20.31,1511.47,18.32,2751.00,0.3049,707.4683,22.0000,23.84,17.00,997.30,0.12,0.11
2024-02-12T20:33:35,73.50,38.63,20.30,1511.14,18.32,2750.29,0.3051,708.0255,22.0000,23.84,17.01,997.29,0.16,0.15
2024-02-12T20:33:40,47.19,24.80,20.39,1511.20,18.31,2750.35,0.3058,709.4624,22.0000,23.83,17.01,997.28,0.31,0.30
2024-02-12T20:33:45,81.68,42.93,20.33,1510.84,18.29,2749.76,0.3053,708.4988,22.0000,23.83,17.00,997.27,0.49,0.47
2024-02-12T20:33:50,64.43,33.86,20.39,1511.15,18.31,2750.37,0.3054,708.7226,22.0000,23.83,17.00,997.28,0.50,0.48
2024-02-12T20:33:55,56.26,29.57,20.30,1511.41,18.31,2750.79,0.3047,707.0409,23.0000,23.83,17.01,997.30,0.47,0.45
2024-02-12T20:34:00,81.68,42.93,20.28,1511.05,18.32,2750.16,0.3048,707.2318,22.0000,23.81,17.01,997.31,0.41,0.40
2024-02-12T20:34:05,64.43,33.86,20.33,1510.38,18.31,2748.89,0.3059,709.9007,22.0000,23.79,17.01,997.29,0.37,0.36
2024-02-12T20:34:10,64.43,33.86,20.34,1510.74,18.32,2749.68,0.3056,709.0872,22.0000,23.78,17.01,997.33,0.32,0.31
2024-02-12T20:34:15,56.26,29.57,20.27,1510.99,18.32,2750.08,0.3050,707.8105,22.0000,23.79,17.00,997.28,0.29,0.27
2024-02-12T20:34:20,64.43,33.86,20.25,1511.70,18.32,2751.30,0.3048,707.3692,22.0000,23.78,17.01,997.29,0.24,0.23
2024-02-12T20:34:25,73.50,38.63,20.28,1511.62,18.31,2751.22,0.3052,708.1123,22.0000,23.78,17.01,997.32,0.20,0.19
2024-02-12T20:34:30,65.34,34.34,20.31,1511.57,18.34,2751.18,0.3051,708.0367,23.0000,23.79,17.01,997.34,0.15,0.15
2024-02-12T20:34:35,64.43,33.86,20.30,1511.36,18.32,2750.80,0.3053,708.5414,23.0000,23.80,17.01,997.34,0.11,0.11
2024-02-12T20:34:40,64.43,33.86,20.31,1510.36,18.34,2749.00,0.3051,707.9814,22.0000,23.81,17.01,997.34,0.08,0.07
2024-02-12T20:34:45,73.50,38.63,20.34,1509.67,18.32,2747.70,0.3045,706.4687,22.0000,23.84,17.01,997.33,0.05,0.05
2024-02-12T20:34:50,82.58,43.40,20.31,1509.76,18.34,2747.83,0.3050,707.6615,23.0000,23.82,17.02,997.35,0.04,0.03
2024-02-12T20:34:55,82.58,43.40,20.33,1509.88,18.32,2748.08,0.3053,708.3627,23.0000,23.82,17.01,997.32,0.05,0.05
2024-02-12T20:35:00,64.43,33.86,20.33,1509.95,18.32,2748.15,0.3051,707.8923,22.0000,23.84,17.02,997.34,0.06,0.06
2024-02-12T20:35:05,73.50,38.63,20.30,1509.58,18.31,2747.49,0.3051,707.9121,22.0000,23.83,17.01,997.31,0.05,0.05
2024-02-12T20:35:10,56.26,29.57,20.31,1509.24,18.34,2746.91,0.3051,707.9760,23.0000,23.81,17.01,997.32,0.07,0.07
2024-02-12T20:35:15,65.34,34.34,20.30,1509.49,18.34,2747.33,0.3055,708.9383,22.0000,23.82,17.02,997.35,0.07,0.06
2024-02-12T20:35:20,90.76,47.70,20.33,1509.49,18.32,2747.44,0.3051,707.9159,22.0000,23.82,17.01,997.35,0.14,0.13
2024-02-12T20:35:25,56.26,29.57,20.30,1509.18,18.32,2746.75,0.3052,708.2346,22.0000,23.80,17.01,997.31,0.21,0.20
2024-02-12T20:35:30,56.27,29.57,20.34,1508.81,18.31,2746.17,0.3053,708.4494,23.0000,23.79,17.02,997.37,0.19,0.18
2024-02-12T20:35:35,64.43,33.86,20.36,1508.72,18.34,2745.97,0.3058,709.5972,22.0000,23.81,17.02,997.36,0.16,0.15
2024-02-12T20:35:40,56.26,29.57,20.31,1508.60,18.32,2745.74,0.3051,708.0337,22.0000,23.83,17.01,997.32,0.17,0.16
2024-02-12T20:35:45,64.42,33.86,20.30,1507.99,18.32,2744.50,0.3049,707.5840,22.0000,23.82,17.02,997.31,0.17,0.17
2024-02-12T20:35:50,73.50,38.63,20.30,1507.95,18.34,2744.43,0.3050,707.6975,22.0000,23.82,17.02,997.31,0.15,0.15
2024-02-12T20:35:55,64.43,33.86,20.30,1508.02,18.34,2744.66,0.3059,709.8836,22.0000,23.84,17.02,997.35,0.16,0.15
2024-02-12T20:36:00,81.69,42.93,20.31,1507.44,18.31,2743.63,0.3058,709.5882,22.0000,23.81,17.02,997.36,0.16,0.15
2024-02-12T20:36:05,56.26,29.57,20.28,1507.79,18.31,2744.24,0.3053,708.3639,22.0000,23.80,17.02,997.35,0.15,0.14
2024-02-12T20:36:10,73.50,38.63,20.31,1507.44,18.31,2743.61,0.3052,708.2289,23.0000,23.81,17.02,997.35,0.14,0.13
2024-02-12T20:36:15,73.50,38.63,20.22,1508.16,18.32,2744.88,0.3053,708.3126,22.0000,23.79,17.02,997.33,0.15,0.15
2024-02-12T20:36:20,56.26,29.57,20.34,1507.92,18.34,2744.43,0.3058,709.4849,22.0000,23.76,17.02,997.33,0.20,0.19
2024-02-12T20:36:25,47.19,24.80,20.27,1508.52,18.34,2745.54,0.3058,709.5432,22.0000,23.75,17.01,997.30,0.17,0.17
2024-02-12T20:36:30,65.34,34.34,20.24,1508.68,18.34,2745.73,0.3058,709.5602,22.0000,23.77,17.02,997.31,0.19,0.19
2024-02-12T20:36:35,55.37,29.10,20.33,1509.11,18.32,2746.56,0.3054,708.6493,23.0000,23.79,17.03,997.35,0.20,0.19
2024-02-12T20:36:40,64.43,33.86,20.33,1509.23,18.32,2746.83,0.3057,709.2340,23.0000,23.79,17.02,997.33,0.20,0.19
2024-02-12T20:36:45,64.43,33.86,20.30,1508.13,18.32,2744.79,0.3055,708.9356,22.0000,23.78,17.02,997.32,0.17,0.16
2024-02-12T20:36:50,64.43,33.86,20.31,1508.82,18.34,2746.11,0.3054,708.5875,22.0000,23.79,17.02,997.35,0.16,0.16
2024-02-12T20:36:55,73.50,38.63,20.30,1509.23,18.34,2746.80,0.3052,708.2570,22.0000,23.79,17.03,997.36,0.20,0.19
2024-02-12T20:37:00,73.50,38.63,20.31,1509.38,18.31,2746.98,0.3050,707.7551,22.0000,23.77,17.03,997.32,0.22,0.21
2024-02-12T20:37:05,55.37,29.10,20.31,1509.25,18.31,2746.86,0.3057,709.2939,22.0000,23.79,17.02,997.33,0.22,0.22
2024-02-12T20:37:10,64.43,33.86,20.28,1509.46,18.32,2747.25,0.3056,709.2216,22.0000,23.79,17.02,997.34,0.22,0.21
2024-02-12T20:37:15,64.42,33.86,20.30,1510.26,18.34,2748.56,0.3052,708.2452,22.0000,23.80,17.03,997.32,0.22,0.21
2024-02-12T20:37:20,38.11,20.03,20.33,1509.39,18.34,2747.11,0.3063,710.7112,22.0000,23.80,17.02,997.33,0.19,0.18
2024-02-12T20:37:25,82.58,43.40,20.30,1508.96,18.32,2746.26,0.3057,709.2833,23.0000,23.80,17.02,997.31,0.18,0.17
2024-02-12T20:37:30,64.42,33.86,20.24,1509.31,18.35,2746.86,0.3055,708.8217,22.0000,23.80,17.02,997.30,0.14,0.14
2024-02-12T20:37:35,65.34,34.34,20.27,1509.40,18.32,2747.04,0.3057,709.3833,23.0000,23.79,17.02,997.30,0.17,0.17
2024-02-12T20:37:40,90.76,47.70,20.28,1509.34,18.32,2746.99,0.3057,709.3296,22.0000,23.81,17.03,997.35,0.22,0.22
2024-02-12T20:37:45,64.42,33.86,20.36,1509.70,18.35,2747.49,0.3057,709.1932,22.0000,23.80,17.03,997.30,0.21,0.20
2024-02-12T20:37:50,47.19,24.80,20.36,1510.23,18.35,2748.59,0.3060,710.0315,22.0000,23.79,17.02,997.31,0.29,0.28
2024-02-12T20:37:55,47.19,24.80,20.30,1510.35,18.34,2748.79,0.3056,709.1631,23.0000,23.79,17.03,997.34,0.30,0.28
2024-02-12T20:38:00,90.76,47.70,20.30,1510.72,18.32,2749.39,0.3054,708.6804,22.0000,23.78,17.03,997.32,0.30,0.29
2024-02-12T20:38:05,64.42,33.86,20.31,1510.16,18.31,2748.34,0.3055,708.9346,23.0000,23.77,17.03,997.31,0.31,0.30
2024-02-12T20:38:10,56.26,29.57,20.25,1509.87,18.32,2747.74,0.3054,708.5667,23.0000,23.80,17.04,997.31,0.29,0.28
2024-02-12T20:38:15,64.42,33.86,20.28,1510.28,18.29,2748.47,0.3058,709.5808,22.0000,23.79,17.04,997.30,0.35,0.34
2024-02-12T20:38:20,90.76,47.70,20.30,1510.86,18.35,2749.70,0.3059,709.6786,22.0000,23.78,17.03,997.34,0.38,0.37
2024-02-12T20:38:25,56.26,29.57,20.27,1511.76,18.36,2751.27,0.3059,709.8112,22.0000,23.80,17.04,997.34,0.34,0.33
2024-02-12T20:38:30,48.10,25.28,20.28,1510.71,18.35,2749.29,0.3063,710.7210,23.0000,23.78,17.04,997.32,0.27,0.26
2024-02-12T20:38:35,47.18,24.80,20.28,1510.91,18.34,2749.65,0.3064,711.0179,22.0000,23.77,17.04,997.32,0.26,0.25
2024-02-12T20:38:40,56.26,29.57,20.30,1511.60,18.34,2750.86,0.3061,710.2149,22.0000,23.77,17.04,997.30,0.30,0.29
2024-02-12T20:38:45,47.18,24.80,20.31,1511.61,18.35,2750.87,0.3066,711.4101,22.0000,23.75,17.03,997.26,0.31,0.29
2024-02-12T20:38:50,73.50,38.63,20.28,1512.10,18.36,2751.79,0.3068,711.8429,23.0000,23.78,17.03,997.28,0.28,0.27
2024-02-12T20:38:55,73.50,38.63,20.28,1512.51,18.34,2752.61,0.3064,710.9916,22.0000,23.79,17.03,997.30,0.25,0.24
